Gene,Score
B4GALNT3,0.116584934
RPS27L,0.116582826
BHMT2,0.11655596
ORAI2,0.11653621
POMP,0.11652719
DHX58,0.11652491
KCNJ9,0.116419025
ANAPC13,0.11641567
SLC22A4,0.11640867
MBOAT2,0.11636787
MUC13,0.116263375
POLR1C,0.116238214
WFS1,0.1162116
HTR2C,0.11615523
ARL2BP,0.1160456
RNPEP,0.116027564
SHOX,0.11596675
OTX1,0.11594586
OPN1SW,0.11591068
NUCB1,0.11590754
KIR2DS4,0.11577264
ACSS2,0.11577135
KNSTRN,0.11569526
AQP1,0.11568601
SLC2A9,0.115591265
MEIOB,0.115557775
B3GNT2,0.11548636
LHX8,0.115461126
CD207,0.1154488
CD244,0.11540611
SLC2A5,0.11532739
ERMAP,0.11526656
GALNT16,0.11525804
AMBP,0.11523797
SLC1A5,0.115199395
SNX16,0.115112744
PCDHB3,0.11508909
ETFBKMT,0.11507348
MED9,0.11498409
TMEM220,0.11497622
SIGLEC5,0.11497312
DLX6,0.114953354
TRAPPC1,0.11489716
F7,0.11487232
ZNF674,0.11478649
TPD52L1,0.1147686
ERAL1,0.11469468
IRX4,0.11465241
LMNTD1,0.11464815
PBX4,0.114595614
CRLF1,0.11453398
NECTIN3,0.114530005
SLC25A32,0.1145222
RNH1,0.114314586
MEST,0.11423059
MRPL52,0.114220954
CLDN9,0.11411923
BCAT2,0.11411694
TP53RK,0.11411247
CLDN11,0.11386939
HMOX1,0.11379494
SMAP1,0.11377748
PECR,0.11376357
DPP7,0.11375874
ATOH7,0.11374311
ZFAND2B,0.11372025
EML3,0.11371137
PDHA2,0.11363194
WIPF3,0.11359459
CLCC1,0.1135219
LSS,0.11350244
SF3B5,0.113491625
MMACHC,0.11345063
ACY3,0.11326594
CD3D,0.11325606
SLC24A5,0.11302272
ARAP2,0.11297272
MUC12,0.112924196
RAMP1,0.11289104
EPO,0.11275484
TREX2,0.11270499
PXMP4,0.11262639
TIGIT,0.112545155
SFTPD,0.11247497
CD2BP2,0.112469465
GOLGA5,0.112380184
ST6GALNAC2,0.11214868
LSM1,0.11212006
GRM6,0.11210598
PRODH,0.11205427
DKKL1,0.11196137
OLFM1,0.111953005
PRCP,0.11179766
TRDMT1,0.11177776
ZMPSTE24,0.11171845
GLRX3,0.11167881
ARL2,0.111664444
SLC30A2,0.111663714
DNAAF4,0.11164317
GLRB,0.11155237
VPS37C,0.11149084
PARS2,0.11145057
FABP5,0.111414716
CKMT1B,0.11139956
CHMP7,0.11138238
VPS35,0.11135397
THTPA,0.11134548
RPL12,0.11132623
ZNF770,0.11123247
SLC13A4,0.11121854
PDZD11,0.11106965
PSMA4,0.111068875
KRT33A,0.11106033
SPAG8,0.11101188
INTS7,0.11099474
GLIPR1,0.110992275
KDELR1,0.1109652
POP5,0.11089917
DKC1,0.11085794
GSTZ1,0.11076419
PROCR,0.11076007
MMP12,0.110737205
CXCL11,0.110727206
CHMP1A,0.11070699
SGTA,0.110699244
SGSH,0.11057778
FUT2,0.11057294
ACOX3,0.110564694
ARMCX3,0.11047406
POLR3K,0.11046093
RAB39B,0.11045457
ZNF24,0.11035773
PEX3,0.110346384
RSU1,0.11032546
ANTXR1,0.11031026
CLDN14,0.11028293
TFCP2L1,0.110275656
AP4S1,0.11023948
PLA2G10,0.11022029
VAPA,0.11020292
HK2,0.110196
LRRC4,0.110168606
TALDO1,0.11010614
MRPS27,0.11006142
PBX3,0.11002356
SLC25A4,0.10985756
RAB11FIP3,0.10984442
TMEM187,0.10983497
RIMS3,0.109824084
TMEM30B,0.1097878
HIST1H2BM,0.10978251
CENPN,0.10970778
CHMP2A,0.10965756
GUCA1B,0.10954554
IVL,0.10953988
APOLD1,0.109457806
EIF3G,0.10944342
GPA33,0.10942266
AIMP1,0.109392524
MBL2,0.10933762
ACAT1,0.10925003
LTB4R2,0.10912098
FAM136A,0.10903219
SEC61B,0.10898386
ELP4,0.10892993
GEMIN8,0.10885758
BVES,0.10880145
HINT1,0.1087885
EIF3M,0.10877956
PPIC,0.108749956
BSND,0.108723514
TBRG4,0.10872006
LALBA,0.108625785
AGAP3,0.10857364
FTO,0.10852239
FAR2,0.10848912
SVOP,0.10837151
SFXN2,0.108357154
TCF15,0.10831816
RETN,0.10831423
B4GALT6,0.108307645
ACP2,0.10829688
INTS9,0.108265765
LAMP1,0.108245276
SLC26A5,0.108135365
CFHR2,0.108128175
TRIM16,0.108089164
SLC6A1,0.10807144
ENTPD6,0.10804814
ACP5,0.10803509
GRINA,0.1080045
DUSP13,0.10798731
CCHCR1,0.10795498
BBS12,0.10794673
ORAI1,0.10789925
RPLP2,0.10787251
MSRB3,0.10783549
LTA4H,0.10781592
CPLX1,0.107775405
LILRB4,0.107745215
SELENON,0.10773708
GALNS,0.10773166
PRPF31,0.10763771
MFAP3,0.1076243
SDF2L1,0.10761849
RPS13,0.10756693
SPOCK3,0.107563786
NEIL2,0.10756152
SRPRB,0.10756122
NLRC3,0.107535824
SELENOF,0.10751967
TOMM6,0.10749545
SYNE4,0.10743386
DMBT1,0.10722034
BFSP2,0.10721608
CAPZA3,0.10721054
WDR75,0.107185334
FYTTD1,0.107158914
MVD,0.10709553
FOXN4,0.10707167
SIL1,0.1070374
AEBP2,0.106929466
HYLS1,0.1067988
PAH,0.10679812
DCTN6,0.10673214
GEMIN6,0.10673034
RIPPLY2,0.10672248
SHMT1,0.106719166
GINS3,0.10671549
B3GNT7,0.106633864
SYS1,0.106507875
PATL1,0.106499664
NOX5,0.10649826
AOC2,0.10648766
HGFAC,0.10646369
CLRN1,0.10643933
GPR135,0.10639245
GNAT1,0.10636348
IFI30,0.10631159
GNA15,0.10617538
DNASE1L1,0.106163085
14-Sep,0.106159315
VPS37B,0.10614183
AUP1,0.10603497
TIGD7,0.106015965
BARX1,0.105915144
PHYH,0.10590504
SUOX,0.10590136
SLC39A3,0.105855234
NKX2-2,0.10584357
CXCL12,0.10580366
POP7,0.10578083
ABCB6,0.10577124
ABCD1,0.105746605
USP39,0.10572242
KCNJ3,0.10569201
ABHD5,0.10566188
FNDC4,0.10562194
RAB28,0.10550378
ECHS1,0.10541933
ENO2,0.10541199
SLC1A2,0.10535541
HKDC1,0.10527869
POLR2D,0.105231315
DAZAP1,0.10519657
RAB31,0.10518192
PRPF38A,0.105158985
WDR43,0.1051554
AQP5,0.105141714
COX6A1,0.10510736
BNIP2,0.105052285
DPYSL4,0.105003305
NXPH2,0.10500216
HAS2,0.10499902
SLC25A24,0.104983315
SLC39A11,0.104925804
SLC25A28,0.10480978
HTN1,0.10480744
RPL24,0.10475986
HMOX2,0.10465127
PGM2,0.10461254
CCR9,0.10459009
HOXA7,0.10458328
HOPX,0.10454768
CYTH4,0.10454617
CSTA,0.104512595
MTERF4,0.10449802
AVPR1A,0.1043713
RAMP3,0.10436095
PSMD8,0.10433777
CXCR5,0.104331024
ZNF124,0.10431181
ATP6V1G1,0.10428307
RBM38,0.10425932
NAA30,0.10425413
VIPR2,0.10423056
GSG1L,0.10422944
UPF3A,0.10416699
ADGRG7,0.104144126
BOD1,0.1040474
PRDM5,0.10396946
TREML2,0.103845574
PYCR2,0.103817634
TOMM40,0.10380628
RPL13,0.10379029
NSUN4,0.10374027
CCDC88B,0.1037263
RAB17,0.10370624
DPM3,0.103698246
KRT20,0.10366941
PPT1,0.1036668
TPST2,0.1036631
UCP1,0.10362816
SPAG7,0.1036103
BANF2,0.103551656
C2,0.10352464
CAPNS1,0.10352437
VIPR1,0.10347879
NGRN,0.10337923
GJB1,0.10337774
CCDC40,0.10326286
UBL4B,0.1032563
GGPS1,0.103253625
DCPS,0.10321035
SORD,0.10310714
RGS19,0.10309659
ZNF20,0.102905884
RELL1,0.1028982
FOXD4,0.10276241
LSAMP,0.1027539
LIPC,0.10275238
GALK1,0.10253575
CRYAA,0.10247104
ZBTB24,0.10246423
NDFIP1,0.10241691
OPA3,0.10240076
CUZD1,0.10236893
EIF4H,0.102365114
LMOD1,0.10236237
TCTN2,0.10229887
PNMT,0.102203876
ATP6V0E1,0.1021899
RPS19,0.10214706
GPR42,0.10211911
P2RY14,0.10209197
FECH,0.101996586
HTATIP2,0.10196445
WDR35,0.10196017
KCNG1,0.10193991
CD320,0.10191773
RIOX1,0.10180201
CYP2A7,0.101793215
PLA2G12A,0.1017177
RPS11,0.101678856
ME1,0.10161793
DNAAF1,0.10159125
GPR6,0.101554096
RAB18,0.10151405
ABCG4,0.10150574
ABHD12,0.101498045
NPTN,0.101379454
PEX2,0.101281025
PRDM8,0.10116571
GJA10,0.10113281
APRT,0.1011172
JAM3,0.101083435
IFT52,0.10101042
TEKT1,0.1009472
AGK,0.1008938
MIP,0.10086766
ADAM30,0.10086398
C11orf24,0.100807935
MICB,0.10080618
1-Sep,0.100651555
TM4SF20,0.10062863
PKNOX1,0.10056605
PRSS3,0.1005366
CNBP,0.1004385
PAIP2B,0.10014893
SLC25A15,0.100144826
UNC93B1,0.10014076
BPNT1,0.100051485
RANGRF,0.100033306
BLOC1S2,0.09996129
POFUT2,0.09991476
SSNA1,0.09987008
RGS5,0.09985033
TMEFF1,0.09981982
TBL3,0.09981347
GSTO1,0.099754766
PURB,0.09975453
ZNF93,0.09952667
SLC22A8,0.09951473
AKR7A3,0.09947155
MS4A3,0.09946306
TMEM201,0.0994561
PSCA,0.09939515
BPI,0.099388115
ABAT,0.099350765
MLEC,0.099341504
MTCH1,0.09930894
STX2,0.099289365
RRAGC,0.09928454
MFAP1,0.0992823
PTMS,0.09926502
SSR3,0.099216744
VPS51,0.099133804
ARFRP1,0.099104226
TXNDC5,0.09905932
NMNAT3,0.09905007
ACSS1,0.098874256
PEX5,0.09880156
TMSB4Y,0.09875693
CCL1,0.09875563
MCAT,0.09875327
LRRC1,0.09869048
SMPDL3A,0.09868626
KRT23,0.09867982
CD302,0.09864524
ENTPD3,0.0986336
CAPN7,0.0986254
ADSSL1,0.09859909
SNAPC5,0.09859887
HTR3C,0.09855069
CLEC4E,0.0985283
MFSD12,0.0985023
RFTN2,0.098474994
CXCL1,0.09844651
SLC30A8,0.09841862
CNR2,0.098407194
TRAPPC2,0.0983798
NETO2,0.09835964
MPP4,0.098351024
NAPB,0.0983092
GAPDHS,0.09824285
ATP6V0A1,0.09818062
PGM2L1,0.0981704
QRSL1,0.0981117
PHYKPL,0.09810991
TNFRSF25,0.09810961
TRAPPC4,0.09809544
POLR3E,0.098094165
DNAJB9,0.09806567
ERMN,0.097920604
NPPB,0.09788314
RPL35A,0.097850434
SLC29A1,0.09784408
MRPS11,0.097822405
MTERF3,0.09781012
KRTAP13-3,0.09779142
PAIP2,0.09772889
GNRH1,0.09769726
FSBP,0.097666524
CNGB1,0.097664244
COX6A2,0.09760512
ARMC10,0.09758727
LIPT1,0.09755918
PRTN3,0.09755494
STRIP2,0.09754551
URM1,0.09751461
SLC10A1,0.097483344
STXBP5L,0.09747223
TPRKB,0.09745538
PIGS,0.09738792
PIGK,0.097350374
UBD,0.09732421
PLEKHA8,0.09721956
KCNRG,0.09718263
CETP,0.09711101
RGL4,0.097060405
KCNJ15,0.09702448
RNF125,0.09696498
LPAR1,0.09696218
PSMD14,0.09695481
RPS15A,0.09694448
TBC1D20,0.096935004
KLRB1,0.096905746
GNAO1,0.096869886
PSMD6,0.09686277
ADRA2C,0.09678805
NNMT,0.09676176
RAB11B,0.09668649
RPS24,0.09665274
SEC22C,0.09659021
KRR1,0.09650721
TBX20,0.09650673
GTPBP10,0.09649249
FOXRED1,0.096482866
CREBL2,0.09641359
RIPK4,0.09638683
MRPS22,0.09638415
CHMP2B,0.09636977
DEDD2,0.09633845
AQP6,0.096279606
NAPEPLD,0.0962457
PNP,0.09623221
NDUFAF5,0.09621777
GCAT,0.0962134
ZNF282,0.09612668
ZDHHC15,0.09611077
ATP6V1G3,0.09606454
ZNF622,0.09603654
SNRPG,0.096011005
FBXO10,0.095989384
RPL15,0.09596025
CARHSP1,0.09595804
PREP,0.0959066
MKKS,0.095886566
TBRG1,0.09588471
EARS2,0.09588233
CCL26,0.09584584
SEC22A,0.0958379
HERC3,0.095802166
MGAT4B,0.095770776
EXTL2,0.09573389
GOLGA1,0.09572621
RPL10A,0.09569218
VGF,0.09566621
TXNRD3,0.095597014
MNS1,0.0955927
SLC38A1,0.09550923
SLC35A1,0.095481575
COPZ2,0.0954277
GALR2,0.0954184
REXO1,0.095368266
PRR13,0.095356934
RRP36,0.095288254
MSI1,0.095273875
RILPL1,0.09520924
HSPB3,0.095203936
SCNM1,0.09519088
KLRC1,0.09512483
GADD45GIP1,0.09508833
CHST11,0.09500942
LCAT,0.09496113
PYY,0.094927885
MPV17L,0.094896965
SSR4,0.09484099
APOM,0.09467983
ACAT2,0.09462418
PRSS21,0.09461057
NMB,0.09460784
GNPDA2,0.09460675
SLC39A14,0.09459654
KLK12,0.094584934
LY6H,0.09456183
PABPC5,0.09451435
EXOSC1,0.094407335
CCKAR,0.094371535
HOXD10,0.094322085
DBH,0.09427051
CUTC,0.09424494
NHLH1,0.094235845
EEF1B2,0.09423094
SURF6,0.09419491
RSC1A1,0.09417939
NQO1,0.094158225
G2E3,0.09414673
SCGB1A1,0.09413921
TIMM17A,0.09400271
SLC46A1,0.093985714
ACSL3,0.093902424
KLHL22,0.09390103
PPIL1,0.09379943
CARS2,0.09378859
GREM1,0.09377795
SLC25A39,0.09374454
LYRM7,0.093734235
CA12,0.09368943
ZNF844,0.09368613
NMD3,0.09368305
CAMTA2,0.09368252
CYB561,0.09367235
TMED1,0.093655676
SPINK7,0.09364986
PRUNE1,0.09361126
MARCKSL1,0.093590066
UBE2V1,0.09358419
ASNA1,0.09355622
CYTH1,0.09353085
BGLAP,0.093488544
PCCB,0.093300425
XPNPEP1,0.093169585
HLA-DRA,0.09316114
RSRC1,0.093140885
GSC2,0.09312014
ALPP,0.09311406
BOLA1,0.09307109
MPI,0.09303879
SRP14,0.093036115
PTGER1,0.0930221
SEC14L4,0.09300506
TM7SF2,0.092999905
CLDN16,0.09297554
SLC17A2,0.092966974
TMPRSS11A,0.09294162
CD63,0.09288496
CBS,0.09280315
ULBP3,0.09279289
TSPAN15,0.09272085
RPL17,0.092689745
UGCG,0.092575096
ISLR,0.09255356
TAF13,0.09254874
COX4I1,0.09254404
RPL30,0.092521094
SPACA3,0.09226841
RASL10A,0.09226331
PDCD1,0.09221114
NDUFB2,0.09220373
FKBP14,0.092168465
C1GALT1C1,0.09215927
COX5B,0.09207096
YME1L1,0.092070185
KCTD20,0.09204825
PTPRCAP,0.092012145
HEXB,0.092000306
TM9SF1,0.09194756
GSS,0.09194584
INHBC,0.09189129
8-Sep,0.09181832
INPP5K,0.09181122
TM2D3,0.09177485
AVEN,0.091773316
AIMP2,0.09175199
RHBDD1,0.09172464
RBAK,0.09165384
FAM50A,0.09156106
CHMP4B,0.09147681
RP9,0.091397665
PAPOLB,0.09137156
TMPRSS4,0.09135655
BYSL,0.09132545
RPS14,0.09132232
NIPSNAP3A,0.091283716
LRRC26,0.09123528
AMD1,0.0911924
LHX4,0.09114604
PLD6,0.09096938
UQCC2,0.090902135
SIX3,0.090809084
ME2,0.09072593
RBM24,0.09070901
C4A,0.0907004
ATL1,0.090691514
LSM2,0.09066603
GPD1L,0.09065419
STARD3,0.090532206
KCNH5,0.090524904
LEMD1,0.09051736
TRIM34,0.090497345
SGSM3,0.09039878
GNMT,0.09029992
RAB22A,0.09027749
ZNF34,0.09025664
PRDM13,0.09023591
NCEH1,0.090226755
AIF1,0.0902022
CTSL,0.09014314
HBZ,0.0900672
GLG1,0.090054415
SLC25A35,0.090022184
TRIM47,0.08998646
CXCL14,0.08995581
DCTN5,0.08990332
RFTN1,0.089900255
APOBEC3F,0.08988128
MRPS18B,0.08983948
TRIM59,0.0897687
HES4,0.08974543
FSCN3,0.08966962
ARR3,0.089623235
9-Mar,0.08954889
SCGB3A2,0.08953731
ZNF184,0.08951531
SULT2B1,0.08949973
LTBR,0.08948286
ZNF568,0.08945659
HSPE1,0.08938466
LBX1,0.08936728
DPH2,0.08932199
RPS29,0.08930243
PEX13,0.08923802
CNPY3,0.08923589
CTSZ,0.08915244
TMPRSS2,0.08907875
ACOT4,0.08902919
UPP1,0.08901488
ITM2C,0.08900353
TTPA,0.08895472
APPBP2,0.08888754
KCNIP4,0.08885197
TNFRSF8,0.088750504
ATP6V1D,0.088650644
CLP1,0.08861759
VENTX,0.08859833
AK8,0.088580064
MS4A6A,0.08851289
MPV17L2,0.088474125
SGPP1,0.08845978
VPS28,0.08844224
RPL31,0.08842764
ASGR2,0.08837067
SLC7A6OS,0.08832545
CLCN2,0.08829015
RCCD1,0.0882059
TPD52,0.08820241
CDC42EP5,0.08814263
LSM11,0.08814157
HBE1,0.0881409
RPLP1,0.088108025
CD59,0.08808454
ACOT6,0.08804079
GLO1,0.08803779
POU4F3,0.0879596
DHRS7B,0.08793601
AAGAB,0.087911166
NOMO2,0.087880954
DND1,0.08787726
NADK2,0.087836236
AP5M1,0.08776673
CABP2,0.08763502
G6PC3,0.08761427
TOMM5,0.087544225
MED26,0.08749784
SAPCD2,0.0874742
LYG2,0.08741174
OR7D4,0.087388955
ACSL1,0.08737934
ALKBH4,0.08733712
TMBIM6,0.08728117
PLEKHB1,0.08727065
ALS2CL,0.08724224
MRPS7,0.08722423
NOP53,0.08719748
PPP1R3D,0.08719585
AGR3,0.08714934
RPP14,0.08712665
TAC3,0.0871188
C5orf30,0.08711823
RBM3,0.08711473
SUPT4H1,0.08703495
RPP40,0.0870162
ALAS1,0.08699415
NCR1,0.08690901
QRFPR,0.08687144
AGA,0.0868289
COQ2,0.08677614
FPR2,0.08671853
11-Sep,0.08666271
MC5R,0.08657002
PRPF40B,0.08653867
TEKT2,0.08646442
AK2,0.086459264
CLEC6A,0.08641706
DUOXA1,0.08639976
COG8,0.08639597
PSMG1,0.086383194
PDIA6,0.08637266
STX4,0.0863525
TP53I11,0.0863265
UGT1A3,0.08627452
MCCC2,0.08626789
GSTK1,0.08626212
NECAB3,0.08625437
DEFA5,0.08620209
POPDC2,0.086181425
YARS2,0.086167
AGR2,0.086166516
CXCL13,0.08609902
SLN,0.08609901
TUFT1,0.086067855
BNIP3,0.08599373
PIP,0.08592045
SYCP2L,0.08589927
PLEK2,0.08580413
RRAGA,0.08578451
PAK5,0.08575545
DMBX1,0.08570932
A4GALT,0.08570932
RRS1,0.08569353
PIGM,0.08563256
VPS36,0.085602775
COX5A,0.08546171
ZFYVE27,0.08546043
LONP1,0.08545005
CELF4,0.085421786
ZFP62,0.08539814
TMEM139,0.08539244
RPS2,0.085389994
ZNF526,0.085389495
GALNT3,0.0853692
FAM161A,0.085349604
CTSC,0.08532569
MICA,0.08529586
NSMCE3,0.085280366
LEFTY2,0.08524158
CERS1,0.085220076
DNAL4,0.08513671
MYOZ3,0.08510409
ACOT7,0.08508259
SUCLA2,0.08506607
ADAP2,0.084931806
SLC37A4,0.084923565
MTFP1,0.08481272
TOX3,0.08481028
CYB5R2,0.08479483
PSMB7,0.08471908
RPL34,0.08467333
NUBP2,0.08465149
KTN1,0.08462167
RBM45,0.08461496
GZMK,0.08459778
PSMG2,0.084574014
SMAP2,0.08450196
CIP2A,0.084501535
L2HGDH,0.08448498
STX10,0.08446222
MTHFD2L,0.08446172
KRT74,0.084420174
DDX24,0.08439132
PPIL3,0.08437584
TM6SF1,0.08429988
BECN2,0.0841636
TEFM,0.08416289
GMNC,0.0841117
TOR1B,0.08411054
MRPL2,0.0840316
MRPL53,0.08397385
VPS37D,0.08395628
MOCS1,0.08390985
SEMG2,0.083890475
SLC35G5,0.083866
ANGPTL5,0.08386596
SPACA4,0.083847575
GRPEL1,0.08383027
FAM120B,0.083808035
DDOST,0.08379872
SLC25A30,0.08374946
SERINC2,0.08373307
MREG,0.083691336
CHST1,0.08365591
CCL5,0.08358999
MPST,0.08354623
ARF4,0.08351094
ISCA1,0.083467074
CCR3,0.08345408
PCMT1,0.083424434
GDE1,0.08339332
YOD1,0.08336648
FOXD2,0.08332003
HLA-DPA1,0.08330608
NPPC,0.08329888
PGGT1B,0.083239034
FERD3L,0.08313934
GGT6,0.083026305
SLC41A2,0.08301363
HARS,0.08297644
DEFA1,0.082938895
PSMD7,0.08281485
GDA,0.08278979
NVL,0.08274961
BTN2A2,0.08274824
LYPD1,0.08272397
GTF3C6,0.082638
CTSK,0.08262541
VPS16,0.08256778
NECAB2,0.082384184
SMIM3,0.08233643
HIKESHI,0.08232755
RAB21,0.082324944
FASTKD2,0.082278214
RRBP1,0.082200415
SLC25A42,0.082175925
IDO1,0.08216202
TSPAN2,0.082069695
GUK1,0.08204215
NPY2R,0.08203422
PTH,0.082029134
RPIA,0.081997305
TMEM70,0.08185567
GGNBP2,0.0818262
CNFN,0.08179296
PIGL,0.081763566
ATP6V1E2,0.08168523
MGST1,0.08166631
NGDN,0.08161693
YIPF5,0.081601016
ACKR2,0.081491984
IFT81,0.08144964
MAS1,0.08133385
ZNF205,0.081331156
TRH,0.08133107
HRASLS2,0.0813043
KISS1,0.08123306
CLVS2,0.08113537
B3GLCT,0.08109096
PUS1,0.0810879
METAP1D,0.08108119
MRPL54,0.081061386
ATPAF2,0.08105519
DGCR6L,0.08101751
TMEM173,0.080971815
HIST1H4G,0.08094133
TRHR,0.08090419
ATG10,0.08081864
TM9SF2,0.0808121
ADAMTS4,0.080775216
MOBP,0.08077506
ACP6,0.08076706
SPANXD,0.08075311
BMP15,0.080733486
MAL,0.08072988
KLHDC8B,0.08068296
SLC30A6,0.0806148
B4GALT7,0.080604926
ZDHHC8,0.080577016
TFB1M,0.08057558
PGPEP1,0.080574006
HTR1F,0.08049612
STK19,0.08048846
THEM5,0.08045541
WASHC2C,0.08039317
RGS22,0.080374576
SPAG16,0.080312006
CDX1,0.080294944
PIGY,0.08028823
SLC6A12,0.08028313
SPATA20,0.080281645
NCBP2,0.080243684
CCDC115,0.080218054
MASTL,0.08021543
MGP,0.0801939
ENKUR,0.08017243
POLR2I,0.0801297
CGGBP1,0.08001965
CRB3,0.08000834
S100A12,0.0799237
DBT,0.07992273
KLHDC2,0.0798807
TREH,0.07987238
DEFB4A,0.07982772
SLC17A8,0.07981922
LOR,0.079815134
CD53,0.07980344
MEP1B,0.07977268
TEX101,0.079723224
NOMO3,0.07970246
ZNF264,0.07968627
VAMP5,0.079621054
HLA-G,0.079591654
ORAI3,0.07955617
GJB5,0.07954826
DPYS,0.07948472
TMBIM1,0.07948385
ZFP90,0.079482965
DHRS9,0.079461284
PDCD7,0.07943697
SLC25A48,0.079404846
SGPL1,0.07938459
APIP,0.07931389
SLC2A6,0.07918473
ZDHHC9,0.07915499
GMPPA,0.07914832
AP3S1,0.07914341
TRIM69,0.07910637
NDUFA9,0.07886344
STOX1,0.078849085
CD24,0.07882488
SLC9A7,0.07869011
MTHFS,0.0786829
ATP13A3,0.07863604
ADK,0.07863177
SFXN3,0.07863141
NEO1,0.078628495
OAS1,0.078593835
EXOSC3,0.07859366
TSNAXIP1,0.07857883
AUH,0.07851762
NDUFB9,0.07851399
OTOP3,0.07850056
DPYD,0.07849884
TSFM,0.07843803
CYLC1,0.078401074
ZNF589,0.07839728
RHOT2,0.078380376
COLEC10,0.07837291
SNN,0.07833923
FOXD4L1,0.07831503
TACSTD2,0.0782953
RAB5B,0.078276694
CERCAM,0.0782482
IGLL5,0.078243196
SPAG4,0.07821403
MRPS33,0.078210376
PLTP,0.07811131
CERS4,0.078088306
GAL3ST2,0.07808227
SPIC,0.07803855
IPP,0.07796804
ZDHHC16,0.07795848
RILP,0.07792983
AQP9,0.07782917
NINJ2,0.07780145
PTCD3,0.07779249
SLC25A31,0.07774601
PSMB11,0.077733904
ZER1,0.077699356
ETAA1,0.07769629
BHLHA15,0.07764178
RPL7L1,0.077634126
RAB10,0.0775918
ORMDL3,0.07758696
RPS19BP1,0.07756385
SCARF1,0.07753297
ADIPOR1,0.07744023
ZSCAN22,0.07742263
GPR84,0.077418864
HSD3B1,0.077335835
RPS18,0.077289574
TSHB,0.07728188
NRG4,0.07726013
TSPAN13,0.077236034
RAB12,0.077231064
ADAMTS12,0.07722922
PIPOX,0.07720525
ENTPD8,0.07719446
BTLA,0.07712968
SCAMP2,0.07712213
SACM1L,0.077066384
CAVIN2,0.077060156
GRXCR1,0.077048324
SLC35C1,0.07703503
TPD52L2,0.07696946
C1QC,0.07696189
LSM5,0.07691643
B3GAT3,0.07690689
UFM1,0.076902844
GLRX,0.07676728
LRRC59,0.07667198
CNNM4,0.07664404
NSDHL,0.07664289
BST1,0.07664044
SLC38A4,0.07663689
SULT2A1,0.0766061
SLAMF8,0.07642548
CORT,0.07628509
BCAP31,0.07620555
BUD31,0.07614963
APOF,0.0761361
VPS26B,0.07612694
SLC7A6,0.07602748
PTDSS2,0.0760173
TXNDC12,0.07599891
ACADS,0.07597598
RNASEH1,0.07593537
SHPK,0.07593328
STX5,0.075878635
DNASE1,0.07580214
PIGQ,0.07579185
RPL36AL,0.07577837
BEX5,0.07573301
IRAK1BP1,0.07572469
TIMM9,0.075665034
DAZL,0.075664274
MED30,0.0756566
SLC16A2,0.07564056
GPX8,0.075587906
RRP12,0.07557583
HOXD12,0.075541705
B4GALNT1,0.07554122
ACOT8,0.07553341
TMC6,0.07547919
KLK14,0.07546079
ZNF195,0.07545338
GNPNAT1,0.07540916
NDUFA8,0.07534935
SDHC,0.07531504
TIMM22,0.07530085
ATP2B3,0.075292714
INIP,0.07527933
TSEN34,0.07522977
MNX1,0.075214155
JAGN1,0.07514536
TRAPPC3,0.075136974
PMPCA,0.07501248
ZDHHC13,0.074972056
TSSK2,0.0749486
TM4SF4,0.07491996
PPA2,0.0748013
PSMB9,0.07470445
PTS,0.074687846
LPCAT3,0.07466172
EPHX2,0.07463863
NXT2,0.07460354
GDPD5,0.07455384
SLC7A8,0.074548095
TK2,0.07451507
ENPEP,0.074500196
AMIGO1,0.07443699
RSPH9,0.074373364
SYPL1,0.07436601
MRPL33,0.07428237
SLC9A5,0.074260175
KCNK9,0.07421243
KCNN2,0.07419448
KCNAB3,0.07419435
MSC,0.07418475
KCTD11,0.0741818
CCIN,0.07412271
GCNT3,0.074107274
STEAP2,0.07409143
ZNF830,0.07408597
C1S,0.07407499
NUDT14,0.07395004
CRISP3,0.073947065
SLIRP,0.07394043
NAT8,0.073921986
ALDH1L2,0.0738837
RPRD1A,0.07384681
ESD,0.07382013
GSTM1,0.073780015
TSPAN33,0.07377642
YIF1A,0.07376491
PEX16,0.07376117
BACE2,0.073717445
SMDT1,0.07371639
ALKBH2,0.073713295
ZNF37A,0.07366514
GNAT3,0.07366029
KCNC4,0.07365485
COX6B2,0.07361893
TCTA,0.073617145
SLC30A3,0.0735877
ETFDH,0.073580615
GYPC,0.07351161
TREM2,0.0733946
AMTN,0.073281765
PON3,0.073271774
MFSD8,0.073202096
MYL10,0.07313869
TBCA,0.07311415
SLC25A33,0.073085636
SMCP,0.07301631
CD300LF,0.0730085
CPOX,0.0730049
GAMT,0.073002614
MAGT1,0.07289739
MRPS26,0.07289687
TEX19,0.07287358
PIGT,0.07283343
ZNF468,0.072788246
AKIRIN1,0.07275707
F11,0.07271094
APOBEC1,0.072638825
TMEM30A,0.072562076
MOCS2,0.0725606
PRSS16,0.07254988
APOPT1,0.072547816
UBTFL1,0.072539054
TM6SF2,0.072485946
FMO4,0.07242942
TSPAN6,0.072393455
UROD,0.07232661
SPATC1,0.07221493
EMP1,0.072197184
UBL5,0.072193846
UBXN4,0.07218393
MTCH2,0.07211056
HYAL3,0.072068915
UQCRB,0.07205633
ARV1,0.0720332
P2RX3,0.07202899
ODAPH,0.07201691
HCCS,0.071985625
ICOS,0.07190917
NEXMIF,0.07189891
OSTM1,0.07188033
DYM,0.07181303
