Gene,Score
TIMELESS,0.4261248
HSPA9,0.42603755
TXNDC11,0.42574245
MPL,0.42557147
KCNA2,0.42549068
GTF2H3,0.42543003
PCGF6,0.42531696
SNAI2,0.42526442
ZNF83,0.42509305
CRBN,0.42497024
FTH1,0.42484558
LAD1,0.42469823
MMP2,0.4246975
HRK,0.42468268
RHOB,0.42463824
ARG1,0.424611
ATG7,0.42451078
NLRP12,0.4243007
KRT16,0.42424807
CRTC3,0.42416587
TDRD3,0.42416334
RAB3A,0.42381158
TAX1BP1,0.42365527
PLA2G2A,0.42360365
CELF2,0.42336652
PIWIL4,0.42320207
FANCF,0.4230421
CREB3L1,0.42297524
RNF20,0.42296886
MAD2L2,0.4228891
EPS15L1,0.42286912
BRSK1,0.4228076
ADGRG1,0.42278093
TOM1,0.42266327
NOL4,0.4226229
TRIB3,0.42255315
UPF2,0.42246693
DMC1,0.4223941
CCNO,0.4223028
SELE,0.42191276
CLASP1,0.4218826
ATP2B2,0.4216346
ACVR1,0.42134592
SCUBE1,0.42133904
ZHX2,0.42133138
HR,0.4212079
MDFIC,0.42120442
HABP2,0.42112377
CYP4F22,0.42104536
TRIP6,0.4210294
NR2F2,0.42100412
CLTA,0.4208665
MNT,0.42084715
CAND2,0.42083102
KEAP1,0.42074615
TMPRSS5,0.42069584
LIG1,0.42064226
NDRG2,0.42061603
COPB1,0.42044914
AHSA1,0.42020306
PNRC1,0.41996017
WTIP,0.41987497
RHOU,0.41986933
ARHGAP25,0.419569
AGFG1,0.4195632
NASP,0.4194365
SEMA7A,0.4194206
UNC45B,0.4193876
ABCC4,0.4192808
PKD2L2,0.4190283
CNOT9,0.41901165
CDK11A,0.4189644
FCER2,0.41889197
RARS,0.41879225
TRPM7,0.41857484
TNIP2,0.41849965
SLC1A3,0.41847754
GBP4,0.418446
CAPZA1,0.41841984
METTL23,0.4182485
MLLT1,0.4181356
TSLP,0.41811085
KAZN,0.41799372
CAMK1,0.41792095
TRIM45,0.41783512
MAFF,0.4177319
AP3B2,0.41718113
HMGB3,0.41713417
DEAF1,0.41703528
EMC1,0.41695935
ITGB1BP2,0.4169441
GAS2L1,0.41676083
CDK5R1,0.4167136
TMEM17,0.41660672
GRN,0.41657957
MAFG,0.41650316
FUBP1,0.41631058
BNIPL,0.41627553
CAV3,0.41612393
MCRS1,0.41611966
KRT26,0.41590706
ARC,0.4158115
GRASP,0.4155193
CYP1A1,0.41549632
CYP2D6,0.41547647
ELMO2,0.41538727
CRABP2,0.41506952
NEK3,0.41506624
PDHA1,0.41489854
SCRIB,0.4148884
OR51E1,0.4146357
PAF1,0.4146129
MAP4K5,0.41453278
SLC15A2,0.4144731
DNAJB1,0.4144634
PAQR3,0.41446155
BRD2,0.4144353
TNP1,0.41439205
CCR2,0.41431105
ZNF239,0.41419628
RPL10,0.4141464
STYX,0.41382962
FSHR,0.4138201
DCN,0.4135861
IGSF3,0.41352314
PROZ,0.41349363
TTC25,0.41330326
CYTIP,0.41327327
FAM110B,0.41326603
RALA,0.412816
CKMT1A,0.41267207
CRTAM,0.41258097
H2AFY,0.41241866
KAT7,0.41238514
CYP17A1,0.41227257
TRIP13,0.4122692
RFC4,0.41194415
EGR4,0.41183913
GBP7,0.41179556
CIAO1,0.41133064
MNDA,0.41127917
NCAPG2,0.41112635
TAF12,0.41112486
P2RX7,0.4111064
DPPA4,0.41105017
AOX1,0.4109547
CHRM1,0.41070196
NFYB,0.41068375
ZNF33B,0.4106096
RFX1,0.41058445
SEH1L,0.4103716
EIF3B,0.41022053
MIER3,0.4102102
GFI1B,0.41008833
SSX5,0.41006494
INCENP,0.40978298
CAMK1G,0.40970826
CEP63,0.4096663
SCUBE2,0.4094825
ICMT,0.40940952
SERPINB11,0.40937468
RASSF7,0.4092944
PTGES3,0.40925494
RBM10,0.4092238
HSPH1,0.40916288
ARNTL,0.40915442
FANCB,0.40910444
APTX,0.40895718
RNF168,0.4089445
CDKL3,0.40883082
EXTL3,0.40881217
MIS12,0.40877235
LGMN,0.4087003
TDP2,0.40867937
FOLR1,0.40859893
LAMTOR3,0.40852627
PLVAP,0.40846598
CYP4F8,0.40840405
ARIH1,0.40826732
PAWR,0.40825534
FNDC3A,0.4082478
CEPT1,0.40818664
CAP1,0.4080269
UBE2B,0.40802106
PATZ1,0.40798482
HOXB9,0.40789968
TGOLN2,0.40788895
SYT7,0.40788695
ZNF341,0.40723988
EPPK1,0.40721232
MKLN1,0.40715802
USF2,0.4069648
WASF1,0.40694508
PIM1,0.40682292
SMG6,0.40680638
SLC18A1,0.4067363
RALBP1,0.4066256
TWIST2,0.40647238
KCNV1,0.40621454
NKX2-5,0.40620062
GFPT2,0.4061514
STRADA,0.40605268
UPRT,0.40575454
SV2B,0.40567973
RPRD1B,0.40558213
LMNB2,0.4053497
GRIK5,0.40531826
APH1A,0.40527618
FGD6,0.40526283
MYL3,0.40523377
KCTD5,0.4051806
PPP6C,0.4050769
DSG4,0.4046552
CLCN6,0.40455237
PCDHA5,0.40450972
NBPF3,0.4044537
MFAP2,0.40440774
SGIP1,0.40436068
S100A4,0.40432817
GABARAP,0.40424773
FXR1,0.40422815
TPM4,0.4041714
ARHGAP1,0.40412945
ZNF473,0.40406612
OPHN1,0.40404227
MTHFR,0.40386146
KDM4D,0.4037919
ACTN3,0.40363517
TBXAS1,0.40358445
SLC8A1,0.40312877
CAT,0.4030804
SLC12A6,0.4030602
PICK1,0.4030459
MTF2,0.40292865
HPX,0.40285382
CRHR1,0.40285373
FAF1,0.40268692
GNPAT,0.40256432
CNTN3,0.4025365
REL,0.40221292
SLA2,0.40217403
BEX1,0.40211847
CKMT2,0.4019225
EBF3,0.4018977
MAP1LC3B,0.40152434
FBXO21,0.4012539
CSH1,0.4012252
REPS1,0.40084115
AMBRA1,0.40068874
HAS3,0.40068868
CSF3,0.40062043
ATXN7,0.40044704
PTPN2,0.40017438
TBR1,0.40014875
PDC,0.39988947
DLX5,0.3998739
TRAF3IP1,0.39965492
RPAP1,0.39954865
CLEC4M,0.3995235
RAB30,0.39939514
SLC34A1,0.3992662
ZFYVE9,0.39916122
ECM2,0.39909843
HP1BP3,0.39908925
VPS41,0.3989205
AES,0.39875013
MYL9,0.39872822
RANGAP1,0.39854863
RGMB,0.3984561
SNRK,0.39836246
TTLL1,0.3982691
SKIV2L,0.3982018
ELK3,0.39799464
OPTN,0.3978182
GTF3C3,0.3977755
EEF1G,0.3976569
HPS1,0.39758542
GRM8,0.39753836
KLK11,0.39746505
COPA,0.39746493
SCMH1,0.3973289
TEAD4,0.39728582
ANKS6,0.39721528
MPEG1,0.39720023
CARD16,0.39695415
KLHL14,0.39691332
TRIM36,0.3968125
GGA3,0.39669576
IL1RN,0.39659098
PAX8,0.3965712
IGFBP2,0.39644155
DCLK3,0.39638153
STAU2,0.39627704
GPR89B,0.39622775
EIF2AK4,0.39612487
OSBPL5,0.39604154
HRH3,0.39601842
FTL,0.39595965
CDC34,0.3958348
CSPP1,0.39572597
ANXA7,0.39557448
HSD17B3,0.39556718
KLK8,0.39550608
ASPA,0.39533266
TINF2,0.39530468
KRT6C,0.3953036
RASIP1,0.3952588
SEC61A1,0.3952148
SEMA4A,0.39504498
HMGN3,0.39503732
TRAT1,0.3949362
PHKB,0.3948621
CD28,0.39483523
MLLT3,0.3948111
DMP1,0.3947711
ATF1,0.39453655
EHD2,0.39445442
AANAT,0.39433637
EGLN1,0.39410147
P4HB,0.39395618
MAFB,0.39379296
KCNAB1,0.39362866
LIPH,0.3936249
GABRB1,0.3935042
CD58,0.393454
CLCNKA,0.39342347
IFRD1,0.39326748
CEP76,0.39325422
PSMD5,0.39314336
RHOBTB1,0.39304307
RBM15B,0.39303833
TRIP4,0.39297467
SF3A3,0.39266613
LAS1L,0.39265496
SMYD2,0.39253882
KIR3DL1,0.39230108
BRAP,0.39206955
PCDHGB2,0.3920633
ZNF606,0.391999
ZBTB18,0.39182162
LGALS3,0.39174974
SGCB,0.39163527
MDK,0.3914704
SLC7A9,0.39133343
P3H2,0.39133316
CNOT6,0.3913173
AKR1C3,0.39128014
SH3GL2,0.39100328
KIZ,0.3909601
ATXN10,0.39079562
UBE2L6,0.39078268
MFGE8,0.39058933
SNX1,0.39058676
GPR17,0.39025307
QSOX2,0.39020926
POLE2,0.39009959
SNRPN,0.3899952
STAR,0.38991043
HIST4H4,0.38990352
CDH13,0.38951293
ENPP2,0.38942885
BTN3A1,0.38936165
ZPBP2,0.3892514
MAGOH,0.38924557
FBXO6,0.3892067
PSMB4,0.38911846
GCC1,0.3889983
PARG,0.38895205
NPTX1,0.3889323
HSF4,0.3886997
TTBK2,0.38864997
IL23R,0.3886221
GPNMB,0.38859087
SEMA4B,0.38849813
TULP3,0.38840687
PAX9,0.3883685
HAT1,0.38831598
FBLN1,0.3881572
EPHA1,0.3879944
TRIM9,0.38797098
GNA13,0.38791484
SRRT,0.38789693
GC,0.3876532
PDE7A,0.38761318
SELENBP1,0.38757357
MBNL1,0.38745022
CES1,0.38742676
EVC,0.38742048
ZNF609,0.38719022
FOXD3,0.38689157
KLK4,0.38687202
HOXD13,0.38668478
USP18,0.38666424
RYBP,0.38662234
PRELP,0.38661128
BCKDK,0.38651502
PSMD4,0.38647193
STXBP6,0.3864069
DRD3,0.38639823
LDLRAP1,0.38636693
DDX21,0.38622153
RFX3,0.38617685
IRX6,0.38606134
RHOQ,0.38591293
FBXO31,0.38581178
STK25,0.38579628
MYL6,0.3855732
MYO1A,0.3855496
GTF2B,0.38545933
CTDP1,0.38506338
GLS2,0.38498247
TNNT3,0.3849054
GBP2,0.38482127
POR,0.3847308
FLRT3,0.38467872
USP25,0.38467705
MYCL,0.38464013
GFM1,0.38459253
GPR39,0.3844892
TBX22,0.38443527
PCBP1,0.38441586
KRT8,0.38430464
RHNO1,0.38423038
HBEGF,0.38419652
SMG7,0.38384637
GPRIN1,0.3837687
TNPO3,0.3837352
NR1D1,0.38368472
DYNC2LI1,0.38365993
GLRA1,0.38340533
SLC34A2,0.3834
IGFBP4,0.3833494
CLCA2,0.38332337
DPAGT1,0.38325623
RNF146,0.38317177
MYL6B,0.38315994
SCN1B,0.38309422
IKZF4,0.38304412
CST1,0.38296455
ERCC6,0.38290915
DTNBP1,0.3827757
NEGR1,0.3827155
CCRL2,0.3827031
GP1BA,0.38255814
STK24,0.38247415
DOLPP1,0.38245824
PTHLH,0.38240942
AKAP1,0.3824011
SCG2,0.3822858
E2F7,0.38209024
MAPRE2,0.3819869
TMCC3,0.38187665
GCM1,0.38155213
HPD,0.3814136
CP,0.38113064
ALG2,0.3811173
CDKL5,0.38110378
TRIM6,0.38091496
ITSN2,0.38083684
TARBP2,0.3807664
MC2R,0.38074186
CASKIN1,0.38070086
CNOT8,0.38031545
LEO1,0.38029158
ABCG5,0.3800311
GMNN,0.379976
HIST1H2AG,0.37996152
CNTROB,0.3799483
ABCC2,0.379931
TDGF1,0.37987125
PSIP1,0.3797819
AXL,0.37976074
NOL11,0.37974817
FLVCR2,0.37972403
C5,0.37969425
NEDD8,0.3795042
CDH24,0.3795015
HELLS,0.3791056
HYOU1,0.3790664
SHROOM3,0.37893388
ATP2B4,0.3788481
CEBPE,0.37879837
MID2,0.3785046
EYA4,0.37845993
NOM1,0.3784345
CORO1C,0.3782039
DNAJB6,0.37802723
GIMAP5,0.3779451
MX1,0.37791085
TRIM11,0.37785548
ZBTB32,0.37776926
CSGALNACT1,0.37758684
SRSF10,0.3773676
ADAM8,0.37735087
REG4,0.37720844
MX2,0.37708172
PHF19,0.37699243
AHR,0.37690577
PPP1R9B,0.37678826
ASCC1,0.37668276
SAV1,0.37655857
PPID,0.3764326
MRC2,0.3762467
RABGEF1,0.37623975
DENND5A,0.37614608
HSPB6,0.37591696
DCP1B,0.37567395
PHB2,0.37565178
TIAL1,0.37549236
IL1RAPL1,0.3754385
STK17B,0.3754265
FXR2,0.3753962
NKTR,0.3752878
POFUT1,0.37524164
EDC3,0.37521198
ZBTB1,0.3751485
RGS6,0.37507224
CDK14,0.3750512
PRDM15,0.37503502
ELAC2,0.37502116
CAV2,0.37500378
NME2,0.37492216
CTPS2,0.37490556
LCN2,0.37483028
PYGL,0.37464002
DEK,0.3746075
S100A13,0.37441522
NEK11,0.37435967
SLC16A7,0.37434652
PSMC3,0.37427106
MPP7,0.37424475
SGCE,0.37417504
NRBF2,0.37409756
ATP6V0A4,0.37408113
FCGR2B,0.3738434
ADGRE5,0.37374142
AHCYL2,0.37366
UNG,0.37358874
EDN1,0.37347612
TLK2,0.37347257
NEIL1,0.37324372
ZNF652,0.3732295
KRT10,0.37314948
SLC4A7,0.3731276
GABRG1,0.37311292
NAB1,0.3729838
ALS2,0.3727234
MMP16,0.37260863
CRY1,0.37253925
EMD,0.37251213
ZXDA,0.37247857
EXOSC9,0.37247318
GNAL,0.37245947
ATP2A3,0.37243968
DPP6,0.3724123
DIS3L,0.37237146
TRIB1,0.37217465
NEK9,0.372135
SELL,0.37203673
MSX1,0.37194222
HACD1,0.37188286
ULK2,0.37186444
PYGB,0.3716673
PSMD1,0.37164083
LHX2,0.37160116
RFWD3,0.37145486
IGFBP6,0.37139758
BARHL1,0.37135687
WDR26,0.3712899
ETV7,0.37112257
RMI1,0.37102222
TMOD4,0.3708813
EIF2B3,0.37080666
KCNN4,0.37060463
ZNF333,0.3706045
BTBD10,0.3705874
SLC24A1,0.37058455
SNX8,0.37052497
YY2,0.37023136
PABPN1,0.3700668
PCDHA12,0.37004784
MAEL,0.3700343
TAF6,0.36963424
ICK,0.36963418
DDX41,0.36962897
CELA2B,0.36957827
BAG3,0.36950374
LCORL,0.36940178
MAOA,0.36939406
COPS4,0.3693664
U2SURP,0.36936024
GLCCI1,0.36927372
PRPF19,0.369233
SLC12A2,0.369161
SLC20A1,0.3689624
MED12L,0.36889204
C1GALT1,0.36884966
RBM19,0.3688184
PGAP1,0.3687788
CLTCL1,0.36865914
ARF6,0.3684615
NFIX,0.36845252
TADA3,0.3684169
MTMR8,0.36837646
SNX5,0.36820325
TNFSF10,0.36811632
TOM1L1,0.36805165
GAD1,0.36800236
DCAF5,0.36793205
ADORA2A,0.36791906
SRSF8,0.36783397
AASS,0.3677632
ZNF101,0.36774307
TBX15,0.36769003
SRSF3,0.36751044
STC2,0.36749712
PLD2,0.3674593
PLAG1,0.36734602
PYDC1,0.36732924
FOSL2,0.36731502
VPS11,0.36725828
PAM,0.36718875
TRIM25,0.3671301
PLAT,0.36712623
PDLIM1,0.36694777
MAG,0.36694553
MPO,0.3667577
SKAP1,0.3666467
SEC24B,0.36663297
KIR2DL1,0.36657953
ELOVL3,0.3665719
ZNF133,0.3665394
PDHX,0.3665102
CBX7,0.36641768
CYP2C8,0.3663675
CYP51A1,0.3663081
RFC3,0.36629024
SSBP3,0.36620295
ZIC2,0.36595818
HLA-B,0.3659125
RFC2,0.36580992
NISCH,0.3658015
STX3,0.36539444
RND1,0.36518452
KRT222,0.36501366
GNAZ,0.36498535
IDI1,0.36492828
SIDT2,0.36489066
SUGP2,0.36479867
GABRG3,0.36467603
DSN1,0.36464223
CALCA,0.36463147
STK38L,0.36457124
NPAT,0.36449033
SNAPIN,0.36438742
HIST3H2BB,0.36431596
IQGAP2,0.364222
CARD8,0.36414158
AZI2,0.3639108
HSD17B2,0.36389923
TRIM37,0.36383182
RIC8A,0.36371604
SUB1,0.3636591
ADHFE1,0.36365485
SLC3A1,0.36360043
RWDD3,0.36357445
FRMD4A,0.36355436
KHSRP,0.3634565
LRFN4,0.36343944
WDR74,0.36328202
GDF2,0.3632622
GRWD1,0.3632042
PRPF39,0.3630525
CRIP2,0.3629585
THAP2,0.3629141
CUEDC2,0.36272162
FOXL1,0.36270344
ELL3,0.36268854
IL1R2,0.36263633
SLC16A1,0.3625934
POLE3,0.36254534
PDCD5,0.36251986
ARFGEF2,0.36238974
RPS5,0.3623882
TNNT2,0.3622283
BANF1,0.36216486
CROT,0.36198655
KCTD10,0.36192203
TPCN1,0.36184675
UNC93A,0.3618365
UGGT1,0.3618251
ELP2,0.36180276
PKIA,0.36161453
NDRG1,0.36156633
HIST1H4L,0.3615283
PKP1,0.3614736
PAK4,0.36146802
B4GALT5,0.361458
SIK1,0.3614326
FGD1,0.36115128
UBE2E3,0.36114046
EID1,0.36101213
HAS1,0.36093858
HAUS6,0.36092767
SNCB,0.3609046
BLK,0.36077628
SF3B2,0.36071447
CCNT1,0.36046755
COL8A1,0.36044428
KATNB1,0.3604268
CFHR5,0.36038017
PPIL4,0.36036742
TAF15,0.36033782
CXCL2,0.3602584
RAD23B,0.3601705
PRF1,0.3601596
DLD,0.3598526
PSTPIP1,0.35981596
PNKP,0.35978168
ZNF148,0.35974628
MLPH,0.35964423
CAMKMT,0.3596356
SAP30,0.35962734
IRF6,0.3596095
CNOT7,0.3594951
ANXA10,0.3594608
FBLN2,0.35941783
DDAH2,0.3592201
ISG15,0.3591062
TRMU,0.3590788
PCDH10,0.35898304
ELOVL6,0.35892156
HSD11B2,0.35866785
LUM,0.35865998
MSLN,0.3584439
STAMBP,0.35842937
UTY,0.3583894
PPP1R8,0.35835946
PRTFDC1,0.3583549
CLEC9A,0.35835215
ZBTB7B,0.3581464
PHF1,0.35772428
PCDH7,0.35766616
LMO7,0.35748863
EHHADH,0.3574255
CDC123,0.35737896
MLXIP,0.35728654
ADH5,0.3571857
OSBP2,0.35716826
IMPDH2,0.3571204
CD3E,0.35694
TEAD3,0.3569271
DDX42,0.35689515
CYP27A1,0.3566231
AJUBA,0.35659978
HSPB2,0.35657126
CSRP3,0.35656384
ZNF226,0.35647032
HIF1AN,0.35638577
ZBTB4,0.35635495
PAN3,0.35623232
EIF2AK3,0.35621047
COG1,0.35620922
PFKP,0.35611627
MANBA,0.356089
HBA1,0.35605145
CD4,0.35575783
SPHK1,0.3553809
RALGPS2,0.3552611
PPIL2,0.35522234
MAP7,0.35506764
HIST1H2BN,0.35503608
KANSL3,0.35497275
RFX2,0.3549035
NDST1,0.35486504
CBX6,0.35485405
SETMAR,0.35472882
KCNE1,0.35470462
ARPC5,0.35469368
TBXA2R,0.35448998
ILF3,0.35443646
NEBL,0.35441884
SETBP1,0.35431588
PNPLA2,0.3541588
HSD17B10,0.35406443
ARVCF,0.3540495
SLC12A3,0.35400462
IGFBP1,0.35395795
MEA1,0.35391364
PITX1,0.35366866
BAK1,0.35366306
ATXN2L,0.35363564
STXBP2,0.3536216
CAPRIN1,0.35350814
SNX6,0.35348067
ARHGAP22,0.35344878
DFFA,0.35335177
SPIB,0.35330752
TSPAN1,0.35311484
SEMA3F,0.35299823
EFHD1,0.35288778
MYOF,0.35282406
PRTG,0.3527229
AMY1C,0.35270467
RAB13,0.35264173
GCKR,0.3525358
GPR180,0.35249966
PROM2,0.352494
IGFBP7,0.35228276
ALG1,0.3522554
CAP2,0.35223725
NUDT1,0.35205054
PEA15,0.35204977
DAPK2,0.35186595
MAD2L1BP,0.35177553
ACTR2,0.35171387
SLC38A2,0.35170037
EPS8L2,0.35168302
SLC6A2,0.35162175
HSD17B4,0.35144734
NTS,0.35139388
PSMD10,0.35136837
ZSCAN4,0.35135382
AKTIP,0.35123536
SCAP,0.35108137
ZIC3,0.35087883
OAS3,0.3508517
KNG1,0.35084304
PI4K2B,0.35082948
SNRPA,0.35078028
STRAP,0.35068417
SULT1C2,0.35060754
UQCRC1,0.3504686
CTNNBL1,0.35032335
ICAM5,0.3502827
MGRN1,0.35018024
ZNF572,0.34997407
HIST1H2AL,0.34992847
PPFIA3,0.3497378
TLR6,0.34971827
HHAT,0.34970397
UBE2E2,0.3496303
DHCR24,0.34961385
ARHGAP39,0.3495183
GTF2H2,0.3494144
KRT1,0.3493715
TDO2,0.34926194
GNE,0.34921324
LRMP,0.34916005
KCNK4,0.34912682
TRAF4,0.3491267
SHARPIN,0.34904006
PAPSS1,0.34900612
ZNF483,0.34895468
RHCG,0.34891108
SERBP1,0.34877583
EMC2,0.34871542
CPA1,0.34871027
METTL18,0.34870178
SLC22A6,0.34857574
HOOK2,0.34849304
TYRP1,0.34846193
CCDC61,0.34823194
ADAM11,0.34819123
CIZ1,0.3481477
ABCC10,0.34811506
IRF2BP2,0.34792322
EIF3A,0.34787035
PLIN2,0.34781483
LMBR1L,0.34779125
CSRP1,0.34777355
IL12RB1,0.34757388
LSM14A,0.3475487
PPP4R3A,0.34754562
ZFP37,0.34750625
PCDHGB3,0.3474907
SYT3,0.3472016
TRAIP,0.34716687
PCDH12,0.34697977
DNMBP,0.34689206
VASN,0.34689167
LRWD1,0.34682614
PLOD2,0.34672385
CATSPER2,0.34669223
CHKA,0.3466348
ARL3,0.34662437
MERTK,0.3465472
STARD7,0.34634763
MEX3C,0.3461272
SLCO4A1,0.346074
SS18L1,0.34597567
MIA,0.34593153
HAUS2,0.34592065
GPM6B,0.34589475
PHF10,0.34583557
VARS,0.3458231
SLCO6A1,0.34580097
HSF2BP,0.34576622
PRRC2A,0.34571195
NSL1,0.34570917
POLR1A,0.3455958
FCAR,0.3453703
FOXP4,0.34535232
LDLR,0.34533283
ALDOC,0.34532583
PIBF1,0.34531903
VPS37A,0.34525332
LOXL4,0.34511733
ZNF326,0.3450316
AKAP5,0.34498215
PDCD6IP,0.3449514
CBX3,0.3449401
FUT8,0.3449099
CD99,0.34472016
PDCD6,0.3446129
KCNQ1,0.34460825
SLC3A2,0.34460753
IL13RA2,0.3445712
FCGR3B,0.34443486
LGALS3BP,0.344278
CCPG1,0.34420675
PPRC1,0.34414384
KRT15,0.34385967
HADHA,0.34378576
PQBP1,0.34375173
PLEKHA1,0.34365287
ARFGEF3,0.34350392
G6PD,0.34339684
CNN1,0.3433509
PTCH2,0.3432461
VASH2,0.34316808
ZC3HAV1,0.3429523
IWS1,0.342942
IRF2BP1,0.34291983
POU2AF1,0.3429048
CDK20,0.34286854
VRK2,0.34286472
ECEL1,0.34285703
CEP78,0.34283185
PDK1,0.34270638
TIMP4,0.34229046
KRT25,0.3419606
KLC2,0.34192508
CPM,0.34190997
CELSR3,0.34187898
NR1D2,0.3416573
ETV4,0.34141746
SCTR,0.34129202
GSTA1,0.34127963
EXT1,0.34125778
STK36,0.34123334
CDX2,0.3411156
CPA2,0.34109995
RNF40,0.3409118
CD55,0.3409087
DOK3,0.3408414
TRPV4,0.34076926
CYP7B1,0.3407647
INTS3,0.34076214
PPIG,0.34075266
AOC3,0.34068036
TMEM67,0.34063238
IKZF2,0.34053034
KLF1,0.340508
H1F0,0.34038725
CCNF,0.34037027
UXT,0.34035873
TRAF7,0.3403487
SNCG,0.34025055
DDX31,0.34020534
PCDHGB1,0.34012133
FBXL20,0.33981264
BMF,0.33975157
STRADB,0.3397277
SFSWAP,0.339692
NUCKS1,0.33932802
PCNP,0.33908564
GRK6,0.33904493
HEXA,0.3389925
NEMF,0.33894154
NUP93,0.33884326
SERPINB3,0.3387044
RPS27A,0.33865586
SNX3,0.33860722
EEF1D,0.33842367
OTUD5,0.33827835
CST2,0.3382073
KLHL20,0.3381991
PSTPIP2,0.3380822
BICD2,0.33800885
LEP,0.33793986
CKS1B,0.337733
TRIM8,0.33773044
LLGL1,0.33770287
POLB,0.33769313
PLEKHA2,0.3375975
CCT5,0.33754948
ISG20,0.33748677
EXOC1,0.33746654
CHSY3,0.33738694
ATP8B2,0.33714297
RHOT1,0.33699995
SWAP70,0.33695263
SPATA2,0.33685607
AHCY,0.3368527
HOXC10,0.3366415
BRF2,0.33645782
CASP4,0.3363541
ZYX,0.33603036
COL16A1,0.33599144
NAA15,0.33597186
SDC3,0.33594745
ERCC8,0.3358892
LUC7L3,0.33588877
KLHL41,0.33582184
INO80,0.33579555
DIP2B,0.33579355
CASP14,0.335637
KCNS3,0.33548212
TLR1,0.3354716
LYL1,0.33546224
PTGDS,0.33544594
RPL4,0.33530152
ZMYM5,0.33529556
TPBG,0.33513597
C4orf48,0.33496773
MYO1D,0.33489093
N4BP2,0.33471882
PSMD2,0.33471608
EMX2,0.33469722
KCNH1,0.3346398
4-Mar,0.33443215
ZNF496,0.3342525
XRN2,0.33390749
CD96,0.33368385
NOL6,0.33346844
SEMA4D,0.3334538
CYP8B1,0.33342475
RSBN1,0.33326325
HSPB8,0.33324537
SRPK1,0.33317834
DDIAS,0.33312353
RNF32,0.33302322
NOX4,0.3330096
NR2F6,0.33273852
CHRM4,0.33273682
PLSCR1,0.3327045
TRAPPC2L,0.33251777
KRT28,0.33246335
SRSF5,0.3321079
MAN1A1,0.33197778
SPHK2,0.33188322
RAE1,0.3318284
COPG2,0.33166838
HAL,0.33161297
IQCE,0.33154997
CD6,0.3314812
ABCC8,0.33140832
TK1,0.33127454
EIF2B1,0.33114985
RNASEH2A,0.33106026
MPP2,0.3310378
JMY,0.3307166
IFNB1,0.3304707
HLA-DMB,0.33033615
RPL3,0.33033332
S100A9,0.33004344
MMP3,0.329904
PCYOX1,0.3298841
HESX1,0.32958874
PTPRS,0.32956782
SCNN1A,0.32953346
TPSAB1,0.32951775
CLN3,0.32944694
CFHR1,0.32943892
UBE2E1,0.3293788
CYP39A1,0.32936597
EFNB1,0.32924318
ADRA1B,0.329165
TPPP3,0.32883695
F13B,0.32880136
KANSL2,0.32874635
GAD2,0.3286975
HIST1H2BD,0.3285886
ACAD8,0.3285845
USP5,0.32857126
RGS1,0.32856885
ART1,0.3285244
DZIP3,0.32852346
ABCC1,0.32848963
FOXJ3,0.3284661
UBE2L3,0.32838538
EIF2A,0.32836074
SPART,0.32833138
SNX7,0.32799184
IL18RAP,0.32796025
UVRAG,0.32787567
ATP6V0A2,0.32780507
AGGF1,0.32780063
RAP2C,0.3277016
SH3BGR,0.32764536
RPLP0,0.32739386
SND1,0.32725504
CSTB,0.32725146
OPA1,0.32712454
PLEKHF2,0.32698774
PSMC2,0.3269279
ANAPC10,0.32680058
NANOS2,0.32676739
ZFYVE28,0.32676217
BCO1,0.3267547
MED21,0.32671812
GBP3,0.32665816
DRAP1,0.32663146
RASD2,0.32653394
GABPA,0.32646778
INF2,0.32643095
TRIM54,0.3263782
SCARB2,0.326319
TRIM68,0.3262784
PLAGL2,0.3261449
FXYD1,0.3260438
ZNF100,0.3259079
LRRC6,0.3258592
TM9SF4,0.32575458
UFL1,0.32564342
RHBDF1,0.3256301
ANG,0.32559186
CTSD,0.32558343
RAPGEF5,0.32557863
ENPP7,0.32556477
CRISPLD2,0.32553807
NUP88,0.32544905
MBNL3,0.32539964
NDST2,0.32536155
FOXN3,0.325186
PRL,0.3251599
AP1M1,0.32511786
HAUS8,0.3250792
MYL12B,0.32496387
ITLN1,0.32494536
LANCL1,0.3249093
ABHD17A,0.32481864
ABCF1,0.32475117
NFKBIE,0.32454577
LOX,0.3245392
CCL16,0.3244979
LDHD,0.32430714
DDX50,0.3241753
URB1,0.32415876
SLA,0.32402307
OSR1,0.32389897
MORC3,0.32389784
SHMT2,0.3238688
PIP4K2B,0.32381994
FBXO38,0.32377774
NEUROG3,0.32370698
PEX5L,0.3236264
SRXN1,0.32350042
EVPL,0.3234904
KRT40,0.3234605
GALNT7,0.32344666
KLF11,0.32333615
DCLRE1A,0.32333156
SPRY1,0.32328436
LRRN2,0.32327008
SUFU,0.32322884
PTP4A2,0.32317486
HOXB13,0.32316628
EIF3H,0.32305443
PFN1,0.32298365
IDH3B,0.3227356
RCOR2,0.32269678
MED28,0.32253408
DPP8,0.32250008
TUBGCP5,0.32249847
ACAD11,0.32247117
DCK,0.32244223
GSX2,0.32234484
SERPINA10,0.32233486
CPNE3,0.32228395
PA2G4,0.3222732
BICD1,0.32213944
ZPLD1,0.32213682
BGN,0.32205606
PARVA,0.32196662
NUCB2,0.3218778
TAZ,0.32174367
TCHP,0.32164568
ARHGEF18,0.32161146
PBX1,0.3213537
TAF10,0.32126087
